player ID, trial, timestamp, x, y, z, rotx, roty, rotz
001,1,05:22:56:906,-45.1,1.08,-55.6,0,0.02270408,0
001,1,05:22:58:827,-45.1,1.08,-55.6,0,-0.05488785,0
001,1,05:23:00:611,-45.64681,1.08,-50.29056,0,0.02663596,0
001,1,05:23:02:405,-45.81731,1.08,-44.56313,0,0.01372537,0
001,1,05:23:04:312,-45.44773,1.08,-42.34637,0,-0.5060909,0
001,1,05:23:06:323,-41.39911,1.08,-48.56331,0,-0.2949475,0
001,1,05:23:08:739,-40.60303,1.08,-54.58793,0,-0.7918596,0
001,1,05:23:10:267,-42.96981,1.08,-54.64347,0,-0.7153533,0
001,1,05:23:12:405,-46.57553,1.08,-54.45047,0,-0.6884548,0
001,1,05:23:13:921,-46.57553,1.08,-54.45047,0,-0.737702,0
001,1,05:23:15:397,-46.57553,1.08,-54.45047,0,-0.7527979,0
001,1,05:23:16:771,-46.57553,1.08,-54.45047,0,-0.7527979,0
001,1,05:23:18:445,-46.57553,1.08,-54.45047,0,-0.8028523,0
001,1,05:23:19:797,-46.57553,1.08,-54.45047,0,-0.8028523,0
001,1,05:23:21:155,-46.57553,1.08,-54.45047,0,-0.8049713,0
001,1,05:23:22:613,-46.57553,1.08,-54.45047,0,-0.8077552,0
001,1,05:23:24:197,-46.57553,1.08,-54.45047,0,-0.4227939,0
001,1,05:23:25:665,-46.57553,1.08,-54.45047,0,-0.6346469,0
001,1,05:23:27:419,-46.57553,1.08,-54.45047,0,0.1225889,0
001,1,05:23:29:081,-46.57553,1.08,-54.45047,0,-0.8013095,0
001,1,05:23:30:663,-46.57553,1.08,-54.45047,0,-0.5202962,0
001,1,05:23:32:007,-46.57553,1.08,-54.45047,0,-0.5221835,0
001,1,05:23:33:401,-46.57553,1.08,-54.45047,0,-0.5221835,0
001,1,05:23:34:806,-46.57553,1.08,-54.45047,0,-0.5221835,0
001,1,05:23:36:187,-46.57553,1.08,-54.45047,0,-0.5221835,0
001,1,05:23:37:596,-46.57553,1.08,-54.45047,0,-0.7608215,0
001,1,05:23:39:279,-46.57553,1.08,-54.45047,0,-0.319053,0
001,1,05:23:40:885,-46.57553,1.08,-54.45047,0,-0.767256,0
001,1,05:23:42:550,-46.57553,1.08,-54.45047,0,-0.7260129,0
001,1,05:23:44:049,-44.41536,1.08,-54.36758,0,-0.7171225,0
001,1,05:23:45:580,-41.06085,1.08,-54.27184,0,-0.7171225,0
001,1,05:23:47:050,-41.06085,1.08,-54.27184,0,-0.7350102,0
001,1,05:23:48:584,-41.06085,1.08,-54.27184,0,-0.7080325,0
001,1,05:23:50:130,-41.06085,1.08,-54.27184,0,-0.7944829,0
001,1,05:23:51:717,-41.06085,1.08,-54.27184,0,-0.7556029,0
001,1,05:23:53:122,-41.06085,1.08,-54.27184,0,-0.7368001,0
001,1,05:23:54:537,-41.06085,1.08,-54.27184,0,-0.7007201,0
001,1,05:23:56:160,-41.06085,1.08,-54.27184,0,-0.7621297,0
001,1,05:23:57:582,-41.06085,1.08,-54.27184,0,-0.7436994,0
001,1,05:23:58:945,-41.06085,1.08,-54.27184,0,-0.7424697,0
001,1,05:24:00:422,-41.06085,1.08,-54.27184,0,-0.7253711,0
001,1,05:24:01:898,-41.06085,1.08,-54.27184,0,-0.7199816,0
001,1,05:24:03:359,-41.06085,1.08,-54.27184,0,-0.7158024,0
001,1,05:24:04:777,-41.06085,1.08,-54.27184,0,-0.7104279,0
001,1,05:24:06:185,-41.06085,1.08,-54.27184,0,-0.7038383,0
001,1,05:24:07:732,-41.06085,1.08,-54.27184,0,-0.7379512,0
001,1,05:24:09:337,-41.06085,1.08,-54.27184,0,-0.7265911,0
001,1,05:24:10:836,-41.06085,1.08,-54.27184,0,-0.7466489,0
001,1,05:24:12:689,-41.06085,1.08,-54.27184,0,-0.1793045,0
001,1,05:24:14:216,-41.33084,1.08,-53.5475,0,-0.177451,0
001,1,05:24:16:298,-42.82367,1.08,-43.36419,0,0.0580106,0
001,1,05:24:18:316,-41.76925,1.08,-37.63239,0,0.5916641,0
001,1,05:24:20:008,-41.76925,1.08,-37.63239,0,-0.1187394,0
001,1,05:24:21:831,-41.87314,1.08,-30.87711,0,-0.008331641,0
001,1,05:24:23:760,-42.08175,1.08,-21.23751,0,-0.01083116,0
001,1,05:24:25:905,-42.46524,1.08,-10.5538,0,-0.001112493,0
001,1,05:24:27:882,-43.0558,1.08,-1.250724,0,-0.1144943,0
001,1,05:24:29:752,-44.61858,1.08,0.9091236,0,-0.4497605,0
001,1,05:24:31:332,-44.61858,1.08,0.9091236,0,-0.4242192,0
001,1,05:24:33:146,-44.61858,1.08,0.9091236,0,0.1960485,0
001,1,05:24:34:624,-44.61858,1.08,0.9091236,0,0.1960485,0
001,1,05:24:36:294,-43.2849,1.08,5.962202,0,0.06931268,0
001,1,05:24:38:193,-42.57391,1.08,15.43088,0,0.03192347,0
001,1,05:24:39:947,-42.19088,1.08,21.36303,0,0.5354894,0
001,1,05:24:41:609,-42.19088,1.08,21.36303,0,0.3050112,0
001,1,05:24:43:294,-41.2794,1.08,26.35838,0,0.07157196,0
001,1,05:24:45:099,-40.80972,1.08,31.05009,0,-0.3664413,0
001,1,05:24:46:861,-45.13041,1.08,33.69168,0,-0.5469245,0
001,1,05:24:48:506,-45.30148,1.08,33.76673,0,0.8753342,0
001,1,05:24:50:227,-42.27651,1.08,33.68172,0,0.6452396,0
001,1,05:24:52:133,-32.81273,1.08,34.71476,0,0.7091507,0
001,1,05:24:54:031,-23.32491,1.08,34.65983,0,0.7091507,0
001,1,05:24:55:881,-14.07769,1.08,34.6063,0,0.7091507,0
001,1,05:24:57:687,-5.040193,1.08,34.62848,0,0.7044216,0
001,1,05:24:59:423,3.634719,1.08,34.69424,0,0.7044216,0
001,1,05:25:01:197,7.020859,1.08,34.65659,0,0.8965853,0
001,1,05:25:02:825,9.020199,1.08,33.04642,0,0.9430148,0
001,1,05:25:04:512,9.020199,1.08,33.04642,0,-0.1028696,0
001,1,05:25:05:969,8.264785,1.08,36.65959,0,-0.1028696,0
001,1,05:25:07:710,7.156472,1.08,45.27741,0,-0.03750114,0
001,1,05:25:09:366,7.181382,1.08,48.14623,0,0.4715542,0
001,1,05:25:11:029,8.564616,1.08,49.40688,0,0.3818546,0
001,1,05:25:12:716,9.587083,1.08,50.28174,0,0.07866485,0
001,1,05:25:14:463,9.320743,1.08,52.11934,0,0.449333,0
001,1,05:25:16:050,9.500968,1.08,52.25833,0,0.4590915,0
001,1,05:25:17:744,9.500968,1.08,52.25833,0,0.4683065,0
001,1,05:25:19:281,9.500968,1.08,52.25833,0,0.3864003,0
