elz13,1,03:30:45:105,58.18343,1.08,36.08197,0,0.9897771,0
player ID, trial, timestamp, x, y, z, rotx, roty, rotz
,1,02:00:43:669,-45.1,1.08,-55.6,0,0.07207906,0
,1,02:00:43:893,-45.1,1.08,-55.6,0,0.06972847,0
,1,02:00:44:099,-45.1,1.08,-55.6,0,0.07668491,0
,1,02:00:44:304,-45.1,1.08,-55.6,0,0.07530799,0
,1,02:00:44:517,-45.1,1.08,-55.6,0,0.1046635,0
,1,02:00:44:723,-45.1,1.08,-55.6,0,0.1826794,0
,1,02:00:44:931,-45.1,1.08,-55.6,0,0.2087164,0
,1,02:00:45:130,-45.1,1.08,-55.6,0,0.2087164,0
,1,02:00:45:335,-45.1,1.08,-55.6,0,0.2031805,0
,1,02:00:45:545,-45.1,1.08,-55.6,0,0.292246,0
,1,02:00:45:744,-45.1,1.08,-55.6,0,0.3901987,0
,1,02:00:45:946,-45.1,1.08,-55.6,0,0.4926713,0
,1,02:00:46:146,-45.1,1.08,-55.6,0,0.4988159,0
,1,02:00:46:348,-45.1,1.08,-55.6,0,0.4988159,0
,1,02:00:46:559,-45.1,1.08,-55.6,0,0.360122,0
,1,02:00:46:773,-45.24168,1.08,-55.37403,0,0.2759026,0
,1,02:00:46:992,-45.80449,1.08,-54.54146,0,0.1125672,0
,1,02:00:47:208,-46.88453,1.08,-53.66893,0,0.09752765,0
,1,02:00:47:436,-48.03264,1.08,-52.55368,0,-0.07220183,0
,1,02:00:47:660,-48.96855,1.08,-51.28539,0,-0.07258038,0
,1,02:00:47:882,-49.39138,1.08,-50.09015,0,-0.09982433,0
,1,02:00:48:106,-48.89265,1.08,-49.04786,0,-0.09855746,0
,1,02:00:48:331,-47.74281,1.08,-48.10944,0,-0.08680091,0
,1,02:00:48:592,-46.92999,1.08,-46.93403,0,-0.1392762,0
,1,02:00:48:816,-46.63081,1.08,-45.83905,0,-0.2163355,0
,1,02:00:49:040,-46.84909,1.08,-44.46165,0,-0.2750198,0
,1,02:00:49:264,-47.12588,1.08,-42.90426,0,-0.3234086,0
,1,02:00:49:490,-47.03468,1.08,-41.48547,0,-0.3699249,0
,1,02:00:49:712,-46.35877,1.08,-40.59412,0,-0.4016621,0
,1,02:00:49:935,-45.53071,1.08,-39.85072,0,-0.40929,0
,1,02:00:50:156,-44.70655,1.08,-39.11695,0,-0.40929,0
