player ID, round, timestamp, shop name
001,1,05:28:13:015,bank
001,1,05:28:18:093,barber shop
001,1,05:28:21:283,toy store
001,1,05:28:27:509,pizzeria
001,1,05:28:42:444,book store
001,1,05:28:57:776,jewlery shop
001,1,05:29:11:374,craft store
001,1,05:29:17:902,butcher shop
