player ID, trial, timestamp, x, y, z, rotx, roty, rotz
,1,05:55:02:695,0.1493366,1.08,-18.83364,0,0.9336899,0
,1,05:55:04:667,-2.549279,1.08,-27.6941,0,0.9972855,0
,1,05:55:06:540,-3.07729,1.08,-37.03392,0,0.9965891,0
,1,05:55:08:335,-4.524754,1.08,-45.89268,0,0.9967682,0
,1,05:55:10:308,-4.041045,1.08,-55.43871,0,0.9976898,0
,1,05:55:12:161,2.031455,1.08,-58.41311,0,0.704941,0
,1,05:55:14:104,11.73619,1.08,-58.68412,0,0.7183552,0
,1,05:55:15:977,17.82983,1.08,-59.75552,0,0.8501267,0
,1,05:55:17:871,27.0822,1.08,-61.67189,0,0.7745094,0
,1,05:55:19:763,36.34596,1.08,-62.90846,0,0.5903732,0
,1,05:55:21:591,42.74227,1.08,-62.63859,0,0.7799013,0
,1,05:55:23:841,53.77156,1.08,-64.80354,0,0.7259544,0
,1,05:55:26:344,57.56478,1.08,-56.50063,0,0.1122751,0
,1,05:55:28:459,59.96799,1.08,-46.19785,0,0.1005433,0
,1,05:55:30:466,61.77526,1.08,-36.3369,0,0.07556601,0
,1,05:55:32:373,62.82064,1.08,-26.87371,0,-0.02880952,0
,1,05:55:34:353,61.17471,1.08,-19.31594,0,-0.001677909,0
,1,05:55:36:223,61.57883,1.08,-10.02437,0,0.1771976,0
,1,05:55:38:258,63.2651,1.08,-0.06071563,0,-0.06011862,0
,1,05:55:40:170,63.01138,1.08,9.481011,0,0.0116266,0
,1,05:55:42:193,61.63782,1.08,19.29359,0,-0.1609746,0
,1,05:55:44:124,61.63256,1.08,26.74437,0,-0.03972786,0
,1,05:55:46:019,60.6719,1.08,36.16182,0,-0.1418366,0
,1,05:55:47:865,57.93794,1.08,44.3371,0,-0.1920733,0
,1,05:55:49:983,48.64149,1.08,43.09986,0,-0.8495147,0
,1,05:55:52:151,40.9591,1.09,35.61757,0,-0.9090708,0
player ID, trial, timestamp, x, y, z, rotx, roty, rotz
,1,05:57:08:925,-45.0827,1.08,-55.50769,0,0.09247307,0
,1,05:57:10:862,-43.89841,1.08,-48.69776,0,0.7969213,0
,1,05:57:12:994,-47.8503,1.08,-53.32731,0,0.9405681,0
,1,05:57:15:117,-45.31,1.08,-46.2687,0,-0.1226271,0
,1,05:57:17:256,-41.55609,1.08,-39.25041,0,-0.0009485164,0
,1,05:57:19:075,-41.7474,1.08,-30.15679,0,0.01090663,0
,1,05:57:20:914,-41.83491,1.08,-20.96651,0,-0.005206649,0
,1,05:57:22:876,-44.46227,1.08,-11.54827,0,0.1375692,0
,1,05:57:24:875,-47.15603,1.08,-2.012611,0,0.2217117,0
,1,05:57:26:727,-45.90393,1.08,6.47085,0,-0.1612488,0
,1,05:57:28:653,-42.83632,1.08,15.60779,0,-0.1612488,0
,1,05:57:30:477,-43.49525,1.08,24.01488,0,0.2907157,0
,1,05:57:32:082,-47.11724,1.08,29.95899,0,0.2619546,0
,1,05:57:33:918,-47.92581,1.08,37.31248,0,-0.07140025,0
,1,05:57:35:844,-46.53303,1.08,46.83489,0,-0.02092122,0
,1,05:57:37:770,-48.01848,1.08,56.34478,0,0.09967667,0
,1,05:57:39:682,-43.99155,1.08,61.60752,0,-0.5243445,0
,1,05:57:41:638,-34.96993,1.08,62.37536,0,-0.8087056,0
,1,05:57:43:422,-26.18524,1.08,60.99372,0,-0.7746341,0
,1,05:57:45:250,-17.12157,1.08,60.26142,0,-0.6901231,0
,1,05:57:46:865,-9.062005,1.08,60.56607,0,-0.6937039,0
,1,05:57:48:627,-0.3842723,1.08,59.99029,0,-0.8184045,0
,1,05:57:50:339,6.573111,1.08,56.12307,0,-0.9964395,0
,1,05:57:52:242,6.710653,1.08,46.8469,0,-0.9947112,0
,1,05:57:53:858,8.528039,1.08,38.97453,0,-0.9930884,0
,1,05:57:55:556,7.649434,1.08,31.29345,0,-0.9442768,0
,1,05:57:57:238,4.428246,1.08,23.54438,0,-0.9768692,0
,1,05:57:58:933,1.981584,1.08,15.72171,0,-0.9959183,0
,1,05:58:00:532,3.213357,1.08,7.818175,0,-0.9974814,0
,1,05:58:02:164,3.510523,1.08,-0.2791831,0,-0.9985282,0
,1,05:58:03:828,1.879421,1.08,-8.426556,0,-0.991852,0
,1,05:58:05:453,1.407608,1.08,-16.44832,0,-0.9996526,0
,1,05:58:07:137,0.6367006,1.08,-24.82242,0,-0.9979863,0
,1,05:58:08:832,-0.9105868,1.08,-33.15212,0,-0.9946159,0
,1,05:58:10:485,-2.388242,1.08,-41.26892,0,-0.9995452,0
,1,05:58:12:069,-2.815174,1.08,-49.18045,0,-0.9996479,0
,1,05:58:13:803,-1.690031,1.08,-54.28579,0,-0.8913839,0
,1,05:58:15:836,7.7639,1.08,-57.41679,0,-0.6908949,0
,1,05:58:17:702,14.89297,1.08,-58.24616,0,-0.9259037,0
,1,05:58:19:756,24.05471,1.08,-62.62634,0,-0.8174452,0
,1,05:58:21:746,33.89366,1.08,-63.46959,0,-0.7161096,0
,1,05:58:23:556,40.47713,1.08,-61.69657,0,-0.7987599,0
,1,05:58:25:440,49.62317,1.08,-63.89902,0,-0.7735797,0
,1,05:58:27:362,55.81484,1.08,-61.09381,0,-0.1263029,0
,1,05:58:29:396,53.44487,1.08,-53.05937,0,-0.1061371,0
,1,05:58:31:574,58.41778,1.08,-43.60711,0,-0.1810117,0
,1,05:58:33:578,61.21593,1.08,-34.00418,0,-0.09932668,0
,1,05:58:35:597,61.8489,1.08,-24.05812,0,0.1345026,0
,1,05:58:37:509,61.64672,1.08,-16.6192,0,-0.097206,0
,1,05:58:39:468,62.62444,1.08,-6.886255,0,-0.03053033,0
,1,05:58:41:354,63.18489,1.08,2.527306,0,-0.01975607,0
,1,05:58:43:355,62.80061,1.08,12.49167,0,-0.01615892,0
,1,05:58:45:358,61.85703,1.08,20.17223,0,-0.0002985875,0
,1,05:58:47:302,61.42095,1.08,29.7339,0,0.09336791,0
,1,05:58:49:318,59.06231,1.08,39.48639,0,0.02903188,0
,1,05:58:51:427,52.4739,1.08,45.14557,0,0.756919,0
,1,05:58:53:617,43.44696,1.09,39.16094,0,0.8950079,0
player ID, trial, timestamp, x, y, z, rotx, roty, rotz
,1,05:59:51:285,-45.1,1.08,-55.6,0,0.09965337,0
,1,05:59:52:903,-45.1,1.08,-55.6,0,0.06880282,0
,1,05:59:54:815,-45.41423,1.08,-50.73391,0,0.02015444,0
,1,05:59:56:921,-42.94878,1.08,-42.08645,0,0.1860833,0
,1,05:59:59:067,-40.12348,1.08,-35.93116,0,-0.1431191,0
,1,06:00:01:217,-42.09477,1.08,-25.57725,0,-0.1100517,0
,1,06:00:03:266,-43.62753,1.08,-15.46556,0,-0.05988876,0
,1,06:00:05:253,-45.19616,1.08,-5.691228,0,-0.1901629,0
,1,06:00:07:113,-47.87739,1.08,0.8530761,0,0.2031246,0
,1,06:00:09:075,-44.26604,1.08,9.963059,0,0.1582551,0
,1,06:00:10:934,-41.36109,1.08,18.79268,0,0.1582551,0
,1,06:00:12:729,-44.60141,1.08,26.82684,0,-0.3277739,0
,1,06:00:14:546,-47.93221,1.08,34.94356,0,-0.00291901,0
,1,06:00:16:282,-47.13185,1.08,43.54659,0,0.1036366,0
,1,06:00:18:074,-46.35642,1.08,52.40271,0,-0.1033839,0
,1,06:00:19:733,-48.39712,1.08,58.86981,0,-0.2458265,0
,1,06:00:21:610,-42.67458,1.08,61.02174,0,0.7556954,0
,1,06:00:23:587,-33.03028,1.08,62.6954,0,0.7133404,0
,1,06:00:25:569,-23.22527,1.08,61.41687,0,0.7709085,0
,1,06:00:27:421,-16.21222,1.08,60.39113,0,0.6912823,0
,1,06:00:29:553,-6.068599,1.08,62.80203,0,0.8492997,0
,1,06:00:31:445,2.4241,1.08,58.64309,0,0.8479645,0
,1,06:00:33:317,7.382666,1.08,55.0499,0,0.8588625,0
,1,06:00:35:335,7.654537,1.08,47.31985,0,0.9970231,0
,1,06:00:37:254,9.130828,1.08,37.83199,0,0.9970231,0
,1,06:00:39:147,8.786324,1.08,31.41409,0,0.9183564,0
,1,06:00:41:170,3.685593,1.08,22.84939,0,0.9563204,0
,1,06:00:43:014,1.762487,1.08,16.04313,0,0.997178,0
,1,06:00:44:933,3.156591,1.08,6.551385,0,0.9994572,0
,1,06:00:46:772,2.965059,1.08,-2.470211,0,0.970883,0
,1,06:00:48:586,1.485175,1.08,-9.774693,0,0.9817612,0
,1,06:00:50:367,0.3940478,1.08,-17.41122,0,0.9976152,0
,1,06:00:52:177,-0.6032603,1.08,-26.40308,0,0.9991779,0
,1,06:00:53:953,-1.323093,1.08,-35.25882,0,0.9991779,0
,1,06:00:55:898,-2.110804,1.08,-44.94962,0,0.9991779,0
,1,06:00:57:809,-2.750142,1.08,-53.15388,0,0.9560368,0
,1,06:00:59:864,6.236022,1.08,-56.07302,0,0.8830065,0
,1,06:01:01:824,14.8392,1.08,-57.84782,0,0.8580454,0
,1,06:01:03:714,23.55192,1.08,-60.53539,0,0.7680582,0
,1,06:01:05:507,32.36502,1.08,-62.14648,0,0.7680582,0
,1,06:01:07:499,40.58275,1.08,-61.13305,0,0.7459003,0
,1,06:01:09:418,50.10859,1.08,-62.24846,0,0.7470938,0
,1,06:01:11:217,54.41639,1.08,-62.66719,0,0.6932718,0
,1,06:01:13:318,55.47035,1.08,-54.48979,0,-0.08577321,0
,1,06:01:15:319,60.86231,1.08,-46.19201,0,0.2353778,0
,1,06:01:17:330,63.55231,1.08,-36.52939,0,0.1030111,0
,1,06:01:19:405,63.14009,1.08,-26.30988,0,-0.1365801,0
,1,06:01:21:266,62.16639,1.08,-17.7373,0,0.09320329,0
,1,06:01:23:163,62.61926,1.08,-8.269547,0,0.01908734,0
,1,06:01:25:060,62.5571,1.08,1.218597,0,-0.007632477,0
,1,06:01:26:905,62.39973,1.08,10.43801,0,-0.0173703,0
,1,06:01:28:845,61.07851,1.08,20.01209,0,-0.01633,0
,1,06:01:30:498,60.55013,1.08,28.26291,0,-0.05585402,0
,1,06:01:32:111,59.3346,1.08,36.2379,0,-0.0850839,0
,1,06:01:33:692,57.59764,1.08,43.94096,0,-0.1265597,0
,1,06:01:35:417,49.73724,1.08,44.18427,0,-0.7709424,0
,1,06:01:37:188,42.50348,1.09,39.29173,0,-0.9013106,0
,1,06:01:39:014,36.73053,1.09,32.5625,0,-0.9440692,0
,1,06:01:40:835,34.49496,1.09,33.25038,0,-0.5880656,0
,1,06:01:42:914,31.34586,1.09,30.44787,0,-0.5373946,0
,1,06:01:45:098,27.47341,1.08,25.39659,0,-0.9982418,0
,1,06:01:46:812,26.3343,1.08,23.85428,0,-0.6228939,0
,1,06:01:48:653,26.31199,1.08,26.34029,0,0.005942272,0
,1,06:01:50:424,27.25393,1.08,29.35296,0,0.4644579,0
,1,06:01:52:000,27.25393,1.08,29.35296,0,0.4462004,0
,1,06:01:53:706,27.49569,1.08,30.49346,0,-0.001971472,0
,1,06:01:55:552,25.1512,1.08,31.13651,0,-0.9483792,0
,1,06:01:57:791,20.12322,1.08,21.22223,0,-0.9606024,0
