player ID, trial, timestamp, x, y, z, rotx, roty, rotz
2342342,1,04:22:37:724,-45.09993,1.08,-55.59849,0,0.02199138,0
2342342,1,04:22:39:867,-42.88367,1.08,-45.93022,0,-0.03390868,0
2342342,1,04:22:41:764,-42.65714,1.08,-42.56882,0,-0.7967137,0
2342342,1,04:22:43:490,-44.46779,1.08,-45.58293,0,-0.9333171,0
2342342,1,04:22:45:345,-46.49347,1.08,-47.90187,0,0.1194435,0
2342342,1,04:22:47:276,-46.05949,1.08,-39.78028,0,0.02643819,0
2342342,1,04:22:49:156,-45.5629,1.08,-30.39857,0,0.02643819,0
2342342,1,04:22:51:019,-45.07042,1.08,-21.09454,0,0.02643819,0
2342342,1,04:22:53:055,-45.40306,1.08,-11.06026,0,0.002045972,0
2342342,1,04:22:55:099,-45.9883,1.08,-4.724565,0,0.3540472,0
2342342,1,04:22:56:908,-44.67619,1.08,0.7618603,0,0.1077002,0
2342342,1,04:22:58:768,-42.68543,1.08,9.842414,0,0.1077002,0
2342342,1,04:23:00:644,-42.24166,1.08,15.53675,0,-0.1589145,0
2342342,1,04:23:02:431,-44.34712,1.08,22.90458,0,-0.02141809,0
2342342,1,04:23:04:418,-45.05529,1.08,26.71381,0,-0.4079028,0
2342342,1,04:23:06:178,-46.28418,1.08,28.88691,0,-0.1872598,0
2342342,1,04:23:08:031,-46.34306,1.08,37.41154,0,0.02920517,0
2342342,1,04:23:09:903,-45.95012,1.08,46.75665,0,-0.04622098,0
2342342,1,04:23:11:785,-46.62687,1.08,54.83332,0,-0.04103623,0
2342342,1,04:23:13:525,-46.62687,1.08,54.83332,0,-0.2791245,0
