player ID, trial, timestamp, x, y, z, rotx, roty, rotz
asdf,1,04:16:57:857,-45.1,1.08,-55.6,0,0.002719831,0
asdf,1,04:16:58:088,-45.1,1.08,-55.6,0,0.05015225,0
asdf,1,04:16:58:310,-45.1,1.08,-55.6,0,0.06573432,0
asdf,1,04:16:58:531,-45.1,1.08,-55.6,0,-0.1359314,0
asdf,1,04:16:58:747,-45.1,1.08,-55.6,0,-0.3329875,0
asdf,1,04:16:58:960,-45.1,1.08,-55.6,0,-0.4703477,0
asdf,1,04:16:59:168,-45.1,1.08,-55.6,0,-0.5201324,0
asdf,1,04:16:59:386,-45.38992,1.08,-55.45024,0,-0.5201324,0
asdf,1,04:16:59:616,-46.32769,1.08,-54.96192,0,-0.5042828,0
asdf,1,04:16:59:849,-47.04364,1.08,-54.08948,0,-0.1255123,0
asdf,1,04:17:00:094,-47.1535,1.08,-52.8729,0,0.003939634,0
asdf,1,04:17:00:337,-46.62935,1.08,-51.81528,0,0.3595563,0
asdf,1,04:17:00:587,-45.95461,1.08,-50.78711,0,0.1297204,0
asdf,1,04:17:00:832,-45.66909,1.08,-49.59295,0,0.1231045,0
asdf,1,04:17:01:077,-45.30781,1.08,-48.42133,0,0.1655866,0
asdf,1,04:17:01:322,-44.89339,1.08,-47.2706,0,0.1721971,0
asdf,1,04:17:01:566,-44.47968,1.08,-46.12389,0,0.1732351,0
asdf,1,04:17:01:814,-44.02211,1.08,-44.97131,0,0.2002823,0
asdf,1,04:17:02:059,-43.54242,1.08,-43.84708,0,0.2002823,0
asdf,1,04:17:02:303,-43.06299,1.08,-42.72346,0,0.2002823,0
asdf,1,04:17:02:549,-42.56105,1.08,-41.6002,0,0.2572927,0
asdf,1,04:17:02:791,-41.52905,1.08,-41.15406,0,0.6613938,0
asdf,1,04:17:03:032,-40.4315,1.08,-42.18891,0,0.7654373,0
asdf,1,04:17:03:276,-40.03908,1.08,-43.65469,0,0.7868977,0
asdf,1,04:17:03:517,-40.03908,1.08,-45.09941,0,0.7806077,0
asdf,1,04:17:03:759,-40.07892,1.08,-46.67387,0,0.9794402,0
asdf,1,04:17:03:990,-41.01423,1.08,-48.00806,0,0.9988343,0
asdf,1,04:17:04:225,-41.71537,1.08,-49.47477,0,0.9353241,0
asdf,1,04:17:04:458,-41.7414,1.08,-51.12089,0,0.9263047,0
asdf,1,04:17:04:696,-41.26655,1.08,-52.52259,0,0.8007288,0
asdf,1,04:17:04:935,-40.13666,1.08,-52.90627,0,0.7040837,0
asdf,1,04:17:05:181,-38.86138,1.08,-53.23767,0,0.6520417,0
asdf,1,04:17:05:428,-37.43171,1.08,-54.17627,0,0.629148,0
asdf,1,04:17:05:703,-35.77085,1.08,-55.18134,0,0.6083034,0
asdf,1,04:17:05:945,-34.4015,1.08,-55.54961,0,0.5983683,0
asdf,1,04:17:06:181,-33.25874,1.08,-55.26167,0,0.6016487,0
asdf,1,04:17:06:423,-32.05801,1.08,-55.16214,0,0.7072843,0
asdf,1,04:17:06:655,-30.89475,1.08,-55.16383,0,0.7077233,0
asdf,1,04:17:06:916,-29.58862,1.08,-55.1733,0,0.7133635,0
asdf,1,04:17:07:160,-28.36874,1.08,-55.21703,0,0.7249537,0
asdf,1,04:17:07:404,-27.15257,1.08,-55.29018,0,0.7312805,0
asdf,1,04:17:07:648,-25.94217,1.08,-55.41939,0,0.7562552,0
asdf,1,04:17:07:886,-24.77397,1.08,-55.65192,0,0.7795812,0
asdf,1,04:17:08:123,-23.61853,1.08,-55.91,0,0.7831849,0
asdf,1,04:17:08:360,-22.47178,1.08,-56.19521,0,0.7901404,0
asdf,1,04:17:08:591,-21.34994,1.08,-56.48584,0,0.792053,0
asdf,1,04:17:08:828,-20.17765,1.08,-56.69291,0,0.7968531,0
asdf,1,04:17:09:068,-18.76972,1.08,-56.24736,0,0.819307,0
asdf,1,04:17:09:307,-17.19978,1.08,-55.62494,0,0.8481696,0
asdf,1,04:17:09:550,-15.55785,1.08,-55.09732,0,0.8653082,0
asdf,1,04:17:09:794,-13.88106,1.08,-54.69598,0,0.8827452,0
asdf,1,04:17:10:035,-12.20871,1.08,-54.40398,0,0.8886599,0
asdf,1,04:17:10:264,-10.60425,1.08,-54.13287,0,0.8882261,0
asdf,1,04:17:10:500,-9.016929,1.08,-53.68594,0,0.8277014,0
asdf,1,04:17:10:736,-7.698815,1.08,-53.54356,0,0.8021605,0
asdf,1,04:17:10:988,-6.475701,1.08,-53.8326,0,0.7698524,0
asdf,1,04:17:11:240,-5.218107,1.08,-53.849,0,0.6774455,0
asdf,1,04:17:11:472,-4.065593,1.08,-53.75257,0,0.676929,0
asdf,1,04:17:11:708,-2.887952,1.08,-53.6626,0,0.6825994,0
asdf,1,04:17:11:939,-1.735611,1.08,-53.58393,0,0.6825994,0
asdf,1,04:17:12:177,-0.5428178,1.08,-53.5077,0,0.6908072,0
asdf,1,04:17:12:415,0.6435828,1.08,-53.5243,0,0.7187959,0
asdf,1,04:17:12:648,1.804578,1.08,-53.56334,0,0.7192355,0
asdf,1,04:17:12:876,2.947764,1.08,-53.60291,0,0.7192355,0
asdf,1,04:17:13:110,4.114537,1.08,-53.64337,0,0.7194148,0
asdf,1,04:17:13:342,5.276984,1.08,-53.68606,0,0.7202976,0
asdf,1,04:17:13:579,6.461826,1.08,-53.73397,0,0.7228281,0
asdf,1,04:17:13:813,7.629446,1.08,-53.79488,0,0.7255675,0
asdf,1,04:17:14:044,8.781717,1.08,-53.85592,0,0.7255675,0
asdf,1,04:17:14:274,9.92977,1.08,-53.91673,0,0.7255675,0
asdf,1,04:17:14:500,11.05469,1.08,-53.97632,0,0.7255675,0
asdf,1,04:17:14:730,12.20527,1.08,-54.03726,0,0.7255675,0
asdf,1,04:17:14:962,13.36252,1.08,-54.10103,0,0.7297575,0
asdf,1,04:17:15:218,14.08716,1.08,-54.17836,0,0.7587579,0
asdf,1,04:17:15:443,14.09454,1.08,-54.17949,0,0.7603708,0
asdf,1,04:17:15:659,14.09454,1.08,-54.17949,0,0.795409,0
asdf,1,04:17:15:879,14.09454,1.08,-54.17949,0,0.7459434,0
asdf,1,04:17:16:090,14.09454,1.08,-54.17949,0,0.7526004,0
asdf,1,04:17:16:306,14.09454,1.08,-54.17949,0,0.7529414,0
asdf,1,04:17:16:517,14.09454,1.08,-54.17949,0,0.7500611,0
