















,1,11/22/2023 11:54:37 AM,toy store
,1,11/22/2023 11:54:39 AM,bakery
,1,11/22/2023 11:54:43 AM,pet store
,1,12.03.53.391164,red building
,1,12.03.55.073267,blue building
,1,12.03.57.360957,green building
001,1,01.38.49.096267,shop
001,1,01.38.58.344530,store
player ID, round, timestamp, shop name
elz13,1,03:31:02:315,pet store
elz13,1,03:31:04:272,toy store
elz13,1,03:31:06:039,pizzeria
