player ID, trial, timestamp, x, y, z, rotx, roty, rotz
elz13,1,0.1663278,26.55918,1.08,30.14066,0,-0.7714797,0
elz13,1,0.171159,31.3195,1.09,33.26428,0,-0.5083379,0
elz13,1,0.1770042,35.72095,1.09,37.11028,0,-0.2988822,0
elz13,1,0.1797565,40.76005,1.08,40.65471,0,-0.3653992,0
elz13,1,0.1831988,47.21172,1.08,43.58665,0,-0.4073425,0
elz13,1,0.1901499,50.98679,1.08,47.75401,0,-0.4981057,0
elz13,1,0.195914,53.75473,1.08,42.96246,0,-0.9828752,0
elz13,1,0.2008433,55.85635,1.08,37.5267,0,-0.9944983,0
elz13,1,0.206238,58.53257,1.08,32.92962,0,-0.9853969,0
elz13,1,0.2102541,63.37114,1.08,25.64395,0,-0.9873207,0
elz13,1,0.2141392,64.46564,1.08,18.79279,0,-0.9695385,0
elz13,1,0.2177223,66.17859,1.08,11.36962,0,-0.9696926,0
elz13,1,0.2223005,66.02731,1.08,5.540254,0,-0.9793888,0
elz13,1,0.2266678,66.31415,1.08,-0.8672405,0,-0.9550467,0
elz13,1,0.2304439,64.80198,1.08,-6.416199,0,-0.9355052,0
elz13,1,0.2336971,60.78248,1.08,-9.615877,0,-0.9831029,0
elz13,1,0.2367286,63.40976,1.08,-16.48163,0,-0.9947008,0
elz13,1,0.2399568,64.44561,1.08,-21.92235,0,-0.9948102,0
elz13,1,0.2424873,65.31094,1.08,-27.18592,0,-0.9970653,0
elz13,1,0.248689,65.6299,1.08,-32.69889,0,-0.9999517,0
elz13,1,0.2537295,65.71317,1.08,-37.90975,0,-0.9999911,0
elz13,1,0.257276,65.72816,1.08,-42.94861,0,-0.9999999,0
elz13,1,0.261019,65.72307,1.08,-47.68503,0,-0.9999999,0
elz13,1,0.26774,65.59962,1.08,-52.99632,0,-0.9997525,0
elz13,1,0.2709799,60.40699,1.08,-55.01097,0,-0.6700534,0
elz13,1,0.2738488,54.92118,1.08,-54.07515,0,-0.6425761,0
elz13,1,0.2772612,47.75648,1.08,-49.64021,0,-0.8798975,0
elz13,1,0.2819344,40.13006,1.08,-46.76695,0,-0.8431719,0
elz13,1,0.2856699,31.42558,1.08,-45.82338,0,-0.932146,0
elz13,1,0.2907836,25.26805,1.08,-46.66923,0,-0.6385413,0
elz13,1,0.2956393,19.30611,1.08,-51.10445,0,-0.8732588,0
elz13,1,0.3014381,15.6174,1.08,-54.47078,0,-0.8908669,0
elz13,1,0.3080354,11.2257,1.08,-58.25481,0,-0.9342898,0
elz13,1,0.3122609,5.795985,1.08,-60.35653,0,-0.7929126,0
elz13,1,0.3178571,2.777801,1.08,-56.32101,0,-0.1094592,0
elz13,1,0.3212909,-3.217618,1.08,-45.03806,0,-0.09624645,0
elz13,1,0.3256184,-4.157929,1.08,-39.68789,0,-0.08745088,0
elz13,1,0.3312114,-4.768109,1.08,-33.93621,0,-0.006557593,0
elz13,1,0.3351871,-4.925372,1.08,-28.69625,0,-0.01999835,0
elz13,1,0.3412601,-1.685195,1.08,-22.26243,0,-0.07978218,0
elz13,1,0.3452963,2.407012,1.08,-15.73599,0,-0.1947557,0
elz13,1,0.3498357,4.099228,1.08,-8.165292,0,-0.2974569,0
elz13,1,0.3541535,2.780917,1.08,-2.440659,0,-0.3293939,0
elz13,1,0.3573801,2.908984,1.08,5.402858,0,-0.3668601,0
player ID, trial, timestamp, x, y, z, rotx, roty, rotz
elz13,1,0.003854956,-39.9,1.08,-58.9,0,-0.08395462,0
elz13,1,0.007323022,-39.9,1.08,-58.9,0,-0.0847161,0
