,2,0.002164492,-39.9,1.08,-58.9,0,-0.002931931,0
,2,0.003957289,-40.56995,1.08,-57.44178,0.01118266,-0.2499399,0.002886815
,2,0.005543868,-43.6921,1.08,-57.17623,0.01566085,-0.3968389,0.006771966
,2,0.007896818,-46.05165,1.08,-56.20588,0.00214358,-0.324426,0.0007352013
,2,0.009920826,-46.56616,1.08,-53.86472,-0.01369755,-0.04425785,-0.0006068759
,2,0.01159395,-46.55052,1.08,-52.11728,0.002627843,0.01054172,-2.770362E-05
,2,0.01343922,-46.55049,1.08,-52.11564,0.002627843,0.01054172,-2.770362E-05
,2,0.0151825,-46.55049,1.08,-52.11564,0.002627843,0.01054172,-2.770362E-05
,2,0.01677645,-46.55049,1.08,-52.11564,0.002627843,0.01054172,-2.770362E-05
,2,0.0187587,-46.55049,1.08,-52.11564,0.002627843,0.01054172,-2.770362E-05
,2,0.0203693,-46.55049,1.08,-52.11564,0.002627843,0.01054172,-2.770362E-05
,2,0.02220293,-46.55049,1.08,-52.11564,-0.04540151,0.02128606,0.0009676368
,2,0.02384035,-46.55049,1.08,-52.11564,-0.01670746,0.002531175,4.229555E-05
,2,0.02538562,-46.55049,1.08,-52.11564,-0.01738136,0.002531146,4.400155E-05
,2,0.02688654,-46.55049,1.08,-52.11564,-0.07508654,-0.001868956,-0.0001407309
,2,0.02886111,-46.55049,1.08,-52.11564,-0.07328443,-0.001498737,-0.0001101303
